site;y.1;y.2;y.3;y.4;y.5;y.6;y.7;y.8;y.9;y.10;huella;altitud;duration_minutes.1;duration_minutes.2;duration_minutes.3;duration_minutes.4;duration_minutes.5;duration_minutes.6;duration_minutes.7;duration_minutes.8;duration_minutes.9;duration_minutes.10
11187_4;1;0;0;NA;NA;NA;NA;NA;NA;NA;94;2135;10;8;23;NA;NA;NA;NA;NA;NA;NA
11187_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2135;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
11187_6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;94;2135;20;15;NA;NA;NA;NA;NA;NA;NA;NA
11188_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2162;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11188_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2162;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
11189_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2209;21;NA;NA;NA;NA;NA;NA;NA;NA;NA
11191_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2344;115;NA;NA;NA;NA;NA;NA;NA;NA;NA
11191_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2344;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11191_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2344;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
11191_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2344;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
11191_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2344;88;NA;NA;NA;NA;NA;NA;NA;NA;NA
11191_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2344;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
11192_10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;42;2413;300;240;NA;NA;NA;NA;NA;NA;NA;NA
11196_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2772;92;NA;NA;NA;NA;NA;NA;NA;NA;NA
11196_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2772;153;NA;NA;NA;NA;NA;NA;NA;NA;NA
11196_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2772;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
11196_6;1;0;NA;NA;NA;NA;NA;NA;NA;NA;28;2772;231;64;NA;NA;NA;NA;NA;NA;NA;NA
1120_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;179;4;107;NA;NA;NA;NA;NA;NA;NA;NA
11282_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1264;240;89;NA;NA;NA;NA;NA;NA;NA;NA
11301_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;71;1021.5;85;65;37;NA;NA;NA;NA;NA;NA;NA
11301_10;0;0;0;0;0;0;NA;NA;NA;NA;71;1021.5;46;24;39;10;37;14;NA;NA;NA;NA
11301_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;1021.5;271;NA;NA;NA;NA;NA;NA;NA;NA;NA
11301_3;0;0;0;0;0;0;0;0;NA;NA;71;1021.5;28;90;180;5;80;30;90;147;NA;NA
11301_4;0;0;0;0;NA;NA;NA;NA;NA;NA;71;1021.5;180;180;6;5;NA;NA;NA;NA;NA;NA
11301_6;0;0;0;NA;NA;NA;NA;NA;NA;NA;71;1021.5;70;31;37;NA;NA;NA;NA;NA;NA;NA
11301_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;71;1021.5;26;130;NA;NA;NA;NA;NA;NA;NA;NA
11301_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;1021.5;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11317_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1280;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
11318_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1293.5;61;NA;NA;NA;NA;NA;NA;NA;NA;NA
11318_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1293.5;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
11319_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1356.5;76;78;NA;NA;NA;NA;NA;NA;NA;NA
11319_1;0;0;0;0;NA;NA;NA;NA;NA;NA;62;1356.5;240;5;5;5;NA;NA;NA;NA;NA;NA
11319_10;0;0;0;0;0;0;0;1;0;1;62;1356.5;189;8;4;167;134;2;300;120;3;70
11319_11;0;0;0;0;1;0;1;0;0;1;62;1356.5;3;3;143;134;263;93;252;71;129;70
11319_12;0;0;0;0;NA;NA;NA;NA;NA;NA;62;1356.5;109;149;120;104;NA;NA;NA;NA;NA;NA
11319_2;1;0;0;0;1;NA;NA;NA;NA;NA;62;1356.5;81;69;59;30;101;NA;NA;NA;NA;NA
11319_3;0;0;1;0;1;0;NA;NA;NA;NA;62;1356.5;210;149;226;30;97;63;NA;NA;NA;NA
11319_4;0;0;0;0;1;1;1;0;1;1;62;1356.5;32;83;79;60;174;219;20;120;122;13
11319_5;1;0;0;0;0;0;0;0;1;1;62;1356.5;180;83;142;98;142;90;42;76;116;101
11319_6;0;0;1;1;1;NA;NA;NA;NA;NA;62;1356.5;157;65;120;176;120;NA;NA;NA;NA;NA
11319_7;0;0;0;0;0;1;NA;NA;NA;NA;62;1356.5;120;5;6;120;120;120;NA;NA;NA;NA
11319_8;0;0;0;0;0;NA;NA;NA;NA;NA;62;1356.5;2;1;14;3;4;NA;NA;NA;NA;NA
11319_9;1;1;0;NA;NA;NA;NA;NA;NA;NA;62;1356.5;120;109;136;NA;NA;NA;NA;NA;NA;NA
11320_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1374.5;98;NA;NA;NA;NA;NA;NA;NA;NA;NA
11321_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1516.5;140;NA;NA;NA;NA;NA;NA;NA;NA;NA
11324_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1842.5;191;NA;NA;NA;NA;NA;NA;NA;NA;NA
11324_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1842.5;137;NA;NA;NA;NA;NA;NA;NA;NA;NA
11325_4;0;1;NA;NA;NA;NA;NA;NA;NA;NA;94;1869.5;53;15;NA;NA;NA;NA;NA;NA;NA;NA
11325_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;1869.5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
11326_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;1922.5;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
11326_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;1922.5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
11329_10;0;0;1;NA;NA;NA;NA;NA;NA;NA;62;2075.5;5;71;60;NA;NA;NA;NA;NA;NA;NA
11329_11;1;1;0;NA;NA;NA;NA;NA;NA;NA;62;2075.5;90;74;59;NA;NA;NA;NA;NA;NA;NA
11329_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2075.5;75;NA;NA;NA;NA;NA;NA;NA;NA;NA
11329_3;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2075.5;90;44;NA;NA;NA;NA;NA;NA;NA;NA
11329_4;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2075.5;40;90;NA;NA;NA;NA;NA;NA;NA;NA
11329_6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;2075.5;15;40;NA;NA;NA;NA;NA;NA;NA;NA
11329_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2075.5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
11329_9;1;1;1;1;NA;NA;NA;NA;NA;NA;62;2075.5;64;60;60;60;NA;NA;NA;NA;NA;NA
11330_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2117;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
11333_0;0;1;1;1;NA;NA;NA;NA;NA;NA;62;2226;140;2;120;131;NA;NA;NA;NA;NA;NA
11333_1;1;0;1;1;NA;NA;NA;NA;NA;NA;62;2226;87;240;9;200;NA;NA;NA;NA;NA;NA
11333_10;0;0;1;0;0;1;1;0;1;1;62;2226;90;29;30;8;24;30;37;129;58;19
11333_11;1;1;0;1;1;1;1;1;1;1;62;2226;60;11;43;101;240;21;40;9;12;41
11333_12;1;0;1;1;NA;NA;NA;NA;NA;NA;62;2226;39;47;75;64;NA;NA;NA;NA;NA;NA
11333_2;1;0;0;0;1;1;1;0;1;NA;62;2226;35;30;20;17;30;38;91;113;167;NA
11333_3;0;1;0;NA;NA;NA;NA;NA;NA;NA;62;2226;12;40;282;NA;NA;NA;NA;NA;NA;NA
11333_4;1;1;0;0;1;0;0;NA;NA;NA;62;2226;103;88;1;30;31;12;90;NA;NA;NA
11333_5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;2226;272;117;NA;NA;NA;NA;NA;NA;NA;NA
11333_6;1;1;0;1;1;NA;NA;NA;NA;NA;62;2226;73;101;30;17;262;NA;NA;NA;NA;NA
11333_7;1;1;0;0;1;0;NA;NA;NA;NA;62;2226;90;61;5;6;77;40;NA;NA;NA;NA
11333_8;1;1;1;1;0;1;1;NA;NA;NA;62;2226;30;95;30;107;4;120;4;NA;NA;NA
11333_9;1;1;0;NA;NA;NA;NA;NA;NA;NA;62;2226;173;141;10;NA;NA;NA;NA;NA;NA;NA
11335_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2360;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
11335_6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;2360;14;25;NA;NA;NA;NA;NA;NA;NA;NA
11337_3;0;0;0;0;0;0;0;0;0;0;60;2635;60;21;136;18;17;42;19;20;20;14
11337_5;1;0;0;0;0;0;1;0;0;0;60;2635;22;34;19;16;25;40;35;24;60;42
11443_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1147.5;210;NA;NA;NA;NA;NA;NA;NA;NA;NA
11451_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1376;76;77;NA;NA;NA;NA;NA;NA;NA;NA
11457_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1250;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
11457_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1250;97;NA;NA;NA;NA;NA;NA;NA;NA;NA
11458_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1227;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
11458_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1227;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
11459_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1232;92;NA;NA;NA;NA;NA;NA;NA;NA;NA
11460_0;0;1;1;1;NA;NA;NA;NA;NA;NA;62;1284;15;172;40;62;NA;NA;NA;NA;NA;NA
11460_1;0;0;0;0;0;0;NA;NA;NA;NA;62;1284;5;5;5;5;5;5;NA;NA;NA;NA
11460_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1284;43;NA;NA;NA;NA;NA;NA;NA;NA;NA
11460_11;1;0;0;0;0;0;0;0;0;0;62;1284;174;80;24;42;60;21;6;10;6;5
11460_12;0;1;0;1;NA;NA;NA;NA;NA;NA;62;1284;79;135;49;170;NA;NA;NA;NA;NA;NA
11460_2;0;1;1;0;1;1;NA;NA;NA;NA;62;1284;10;138;128;31;76;52;NA;NA;NA;NA
11460_3;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1284;95;119;NA;NA;NA;NA;NA;NA;NA;NA
11460_8;0;0;0;1;0;1;0;0;1;1;62;1284;22;18;12;132;37;156;35;21;113;54
11461_1;1;1;0;0;0;0;NA;NA;NA;NA;62;1441;5;5;5;5;5;5;NA;NA;NA;NA
11461_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;62;1441;5;5;15;NA;NA;NA;NA;NA;NA;NA
11464_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1811;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
11465_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;1760;116;NA;NA;NA;NA;NA;NA;NA;NA;NA
11465_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;1760;174;NA;NA;NA;NA;NA;NA;NA;NA;NA
11465_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;1760;122;NA;NA;NA;NA;NA;NA;NA;NA;NA
11465_3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;74;1760;217;190;NA;NA;NA;NA;NA;NA;NA;NA
11465_9;0;1;NA;NA;NA;NA;NA;NA;NA;NA;74;1760;32;77;NA;NA;NA;NA;NA;NA;NA;NA
11467_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2092;130;NA;NA;NA;NA;NA;NA;NA;NA;NA
11467_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2092;9;NA;NA;NA;NA;NA;NA;NA;NA;NA
11469_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;94;2027;75;32;NA;NA;NA;NA;NA;NA;NA;NA
11469_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2027;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
11469_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2027;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11469_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2027;151;NA;NA;NA;NA;NA;NA;NA;NA;NA
11470_0;1;0;0;1;1;1;1;0;1;0;60;2001;39;50;45;188;7;120;101;6;63;3
11470_1;1;0;0;NA;NA;NA;NA;NA;NA;NA;60;2001;51;52;25;NA;NA;NA;NA;NA;NA;NA
11470_11;1;0;NA;NA;NA;NA;NA;NA;NA;NA;60;2001;16;38;NA;NA;NA;NA;NA;NA;NA;NA
11470_2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2001;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
11470_3;1;1;1;1;1;1;NA;NA;NA;NA;60;2001;34;66;156;154;150;149;NA;NA;NA;NA
11470_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2001;26;NA;NA;NA;NA;NA;NA;NA;NA;NA
11470_5;1;1;1;0;1;NA;NA;NA;NA;NA;60;2001;150;158;120;70;25;NA;NA;NA;NA;NA
11470_6;1;1;1;NA;NA;NA;NA;NA;NA;NA;60;2001;111;50;15;NA;NA;NA;NA;NA;NA;NA
11470_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2001;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
11470_9;1;1;NA;NA;NA;NA;NA;NA;NA;NA;60;2001;148;119;NA;NA;NA;NA;NA;NA;NA;NA
11471_0;1;1;1;NA;NA;NA;NA;NA;NA;NA;80;2040;180;150;91;NA;NA;NA;NA;NA;NA;NA
11471_4;1;1;1;1;NA;NA;NA;NA;NA;NA;80;2040;13;61;145;18;NA;NA;NA;NA;NA;NA
11471_5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;80;2040;144;24;NA;NA;NA;NA;NA;NA;NA;NA
11471_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2040;210;NA;NA;NA;NA;NA;NA;NA;NA;NA
11471_9;0;0;0;NA;NA;NA;NA;NA;NA;NA;80;2040;52;5;3;NA;NA;NA;NA;NA;NA;NA
11472_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2077;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
11472_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;2077;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
11473_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2123;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11473_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2123;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
11473_9;0;1;1;NA;NA;NA;NA;NA;NA;NA;88;2123;25;10;300;NA;NA;NA;NA;NA;NA;NA
11475_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;2290;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
11476_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2335;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
11477_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
11477_10;1;0;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;240;10;NA;NA;NA;NA;NA;NA;NA;NA
11477_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
11477_2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;76;152;NA;NA;NA;NA;NA;NA;NA;NA
11477_3;0;1;0;NA;NA;NA;NA;NA;NA;NA;57;2494;7;28;17;NA;NA;NA;NA;NA;NA;NA
11477_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
11477_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11477_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2494;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11478_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2560;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
11478_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2560;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
11478_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2560;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
11478_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2560;38;NA;NA;NA;NA;NA;NA;NA;NA;NA
11478_8;1;0;NA;NA;NA;NA;NA;NA;NA;NA;60;2560;27;37;NA;NA;NA;NA;NA;NA;NA;NA
11481_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2928;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
11574_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1358;249;NA;NA;NA;NA;NA;NA;NA;NA;NA
11582_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1219;161;NA;NA;NA;NA;NA;NA;NA;NA;NA
11584_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;1124;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
11592_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1310;48;NA;NA;NA;NA;NA;NA;NA;NA;NA
11594_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1447;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11598_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1252;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
11601_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1321;63;NA;NA;NA;NA;NA;NA;NA;NA;NA
11604_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1692;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
11606_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1717;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
11606_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1717;49;NA;NA;NA;NA;NA;NA;NA;NA;NA
11611_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2054;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
11611_6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;2054;42;7;NA;NA;NA;NA;NA;NA;NA;NA
11612_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2123;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
11612_12;0;0;1;NA;NA;NA;NA;NA;NA;NA;62;2123;30;1;9;NA;NA;NA;NA;NA;NA;NA
11612_2;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2123;19;5;NA;NA;NA;NA;NA;NA;NA;NA
11612_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2123;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11612_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2123;9;NA;NA;NA;NA;NA;NA;NA;NA;NA
11613_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2116;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
11614_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;2151;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
11615_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2195;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
11616_0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;11;2;NA;NA;NA;NA;NA;NA;NA;NA
11616_11;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;19;41;NA;NA;NA;NA;NA;NA;NA;NA
11616_3;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;65;22;NA;NA;NA;NA;NA;NA;NA;NA
11616_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;208;NA;NA;NA;NA;NA;NA;NA;NA;NA
11616_6;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;120;11;NA;NA;NA;NA;NA;NA;NA;NA
11616_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;14;NA;NA;NA;NA;NA;NA;NA;NA;NA
11616_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11616_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2214;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
11617_3;0;0;1;NA;NA;NA;NA;NA;NA;NA;60;2341;90;90;40;NA;NA;NA;NA;NA;NA;NA
11617_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2341;168;NA;NA;NA;NA;NA;NA;NA;NA;NA
11617_6;1;1;1;NA;NA;NA;NA;NA;NA;NA;60;2341;14;42;202;NA;NA;NA;NA;NA;NA;NA
11617_9;0;1;NA;NA;NA;NA;NA;NA;NA;NA;60;2341;20;61;NA;NA;NA;NA;NA;NA;NA;NA
11618_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;2382;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
11618_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;2382;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
11620_11;1;1;NA;NA;NA;NA;NA;NA;NA;NA;28;2637;6;17;NA;NA;NA;NA;NA;NA;NA;NA
11620_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2637;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
11621_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2758.5;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
11621_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2758.5;78;NA;NA;NA;NA;NA;NA;NA;NA;NA
11621_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2758.5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
11621_6;1;0;1;NA;NA;NA;NA;NA;NA;NA;51;2758.5;20;10;35;NA;NA;NA;NA;NA;NA;NA
11621_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2758.5;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
11623_0;1;0;0;1;1;1;1;1;1;1;57;3097;300;154;30;20;34;10;120;120;26;43
11623_1;1;0;1;1;0;1;0;1;1;1;57;3097;207;80;228;134;62;120;29;151;260;240
11623_10;1;1;1;1;1;1;1;1;1;1;57;3097;250;110;298;180;300;240;22;45;228;102
11623_11;1;1;1;1;1;0;0;1;1;1;57;3097;100;112;216;64;236;36;20;123;214;223
11623_12;0;0;1;0;1;1;NA;NA;NA;NA;57;3097;180;185;67;72;112;261;NA;NA;NA;NA
11623_2;1;1;1;1;1;1;1;1;1;1;57;3097;169;156;22;120;299;286;10;142;181;266
11623_3;1;0;1;1;0;1;1;0;1;1;57;3097;287;65;60;120;180;290;250;220;287;164
11623_4;1;0;1;1;0;0;1;1;0;NA;57;3097;200;210;234;158;76;3;90;180;73;NA
11623_5;0;1;1;1;1;0;1;1;1;1;57;3097;41;162;288;265;120;3;6;120;281;240
11623_6;1;1;1;1;1;1;1;1;1;0;57;3097;300;9;183;33;68;300;177;90;251;98
11623_7;0;1;0;1;1;1;1;1;1;1;57;3097;60;34;71;73;203;189;180;240;287;112
11623_8;0;1;0;1;1;1;1;0;0;1;57;3097;250;180;130;102;99;8;252;10;58;56
11623_9;1;0;0;1;0;1;0;1;1;1;57;3097;24;67;25;180;50;133;12;240;240;300
11624_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3235;191;NA;NA;NA;NA;NA;NA;NA;NA;NA
11624_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3235;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
11624_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3235;8;NA;NA;NA;NA;NA;NA;NA;NA;NA
11624_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;3235;10;172;NA;NA;NA;NA;NA;NA;NA;NA
11624_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;3235;181;NA;NA;NA;NA;NA;NA;NA;NA;NA
11627_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;3666;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
11710_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;933;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
11716_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1487;68;NA;NA;NA;NA;NA;NA;NA;NA;NA
11716_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1487;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
11725_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1096;62;NA;NA;NA;NA;NA;NA;NA;NA;NA
11725_11;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1096;181;8;NA;NA;NA;NA;NA;NA;NA;NA
11725_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1096;256;NA;NA;NA;NA;NA;NA;NA;NA;NA
11725_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1096;120;45;NA;NA;NA;NA;NA;NA;NA;NA
11726_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1137;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
11735_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1470;120;120;NA;NA;NA;NA;NA;NA;NA;NA
11735_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1470;180;120;NA;NA;NA;NA;NA;NA;NA;NA
11736_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;1523;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
11745_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1737;117;NA;NA;NA;NA;NA;NA;NA;NA;NA
