"site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","bio18_1981_01_01_1982_01_01","bio4_1981_01_01_1982_01_01","bio7_1981_01_01_1982_01_01","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"11457_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_143",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,75,32,NA,NA,NA,NA,NA,NA,NA
"11457_146",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,31,NA,NA,NA,NA,NA,NA,NA,NA
"11457_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_159",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,46,NA,NA,NA,NA,NA,NA,NA,NA
"11457_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11459_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11462_161",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11468_131",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11486_122",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11512_152",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11521_37",0,0,0,0,NA,NA,NA,NA,NA,NA,6949,137,73,240,240,240,180,NA,NA,NA,NA,NA,NA
"11522_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8586,132,73,53,10,NA,NA,NA,NA,NA,NA,NA,NA
"11523_103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6617,150,73,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11523_146",0,0,NA,NA,NA,NA,NA,NA,NA,NA,6617,150,73,122,122,NA,NA,NA,NA,NA,NA,NA,NA
"11524_77",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7929,153,74,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11526_95",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099,158,75,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11526_120",0,0,NA,NA,NA,NA,NA,NA,NA,NA,6099,158,75,133,132,NA,NA,NA,NA,NA,NA,NA,NA
"11527_121",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7481,171,75,113,137,NA,NA,NA,NA,NA,NA,NA,NA
"11527_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481,171,75,123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11527_126",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481,171,75,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11527_144",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481,171,75,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11527_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481,171,75,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11527_162",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7481,171,75,88,140,NA,NA,NA,NA,NA,NA,NA,NA
"11528_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7459,147,75,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541_97",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7979,202,80,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541_104",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7979,202,80,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7979,202,80,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541_120",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7979,202,80,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_67",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_77",0,0,0,NA,NA,NA,NA,NA,NA,NA,7787,210,81,35,30,83,NA,NA,NA,NA,NA,NA,NA
"11542_80",0,1,0,0,NA,NA,NA,NA,NA,NA,7787,210,81,180,150,120,150,NA,NA,NA,NA,NA,NA
"11542_82",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_97",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_115",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,180,240,NA,NA,NA,NA,NA,NA,NA,NA
"11542_120",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_123",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,41,180,NA,NA,NA,NA,NA,NA,NA,NA
"11542_126",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_127",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_130",0,0,0,NA,NA,NA,NA,NA,NA,NA,7787,210,81,84,35,161,NA,NA,NA,NA,NA,NA,NA
"11542_140",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_143",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,81,120,NA,NA,NA,NA,NA,NA,NA,NA
"11542_144",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_145",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_149",0,0,0,NA,NA,NA,NA,NA,NA,NA,7787,210,81,35,12,240,NA,NA,NA,NA,NA,NA,NA
"11542_150",0,0,0,0,NA,NA,NA,NA,NA,NA,7787,210,81,184,34,115,25,NA,NA,NA,NA,NA,NA
"11542_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_156",0,0,0,NA,NA,NA,NA,NA,NA,NA,7787,210,81,78,40,163,NA,NA,NA,NA,NA,NA,NA
"11542_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_159",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11542_162",0,0,NA,NA,NA,NA,NA,NA,NA,NA,7787,210,81,240,60,NA,NA,NA,NA,NA,NA,NA,NA
"11542_163",0,0,0,NA,NA,NA,NA,NA,NA,NA,7787,210,81,98,240,93,NA,NA,NA,NA,NA,NA,NA
"11547_128",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8324,225,83,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11548_131",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8452,236,84,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11548_158",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8452,236,84,45,90,NA,NA,NA,NA,NA,NA,NA,NA
"11552_140",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8690,228,86,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11555_130",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8424,234,88,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11555_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8424,234,88,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11555_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8424,234,88,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11556_156",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8200,238,88,293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11557_71",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8119,234,88,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11557_75",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8119,234,88,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11557_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8119,234,88,262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11557_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8119,234,88,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_114",0,0,0,0,0,0,0,0,NA,NA,8087,239,89,56,20,14,195,119,26,30,60,NA,NA
"11558_115",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,60,120,NA,NA,NA,NA,NA,NA,NA,NA
"11558_119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_120",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,90,185,90,90,NA,NA,NA,NA,NA,NA
"11558_122",0,0,0,NA,NA,NA,NA,NA,NA,NA,8087,239,89,50,56,12,NA,NA,NA,NA,NA,NA,NA
"11558_124",0,0,0,0,0,0,NA,NA,NA,NA,8087,239,89,30,119,41,120,180,24,NA,NA,NA,NA
"11558_125",0,0,0,0,0,0,0,0,0,0,8087,239,89,87,240,143,213,146,74,218,62,38,8
"11558_126",0,0,0,0,0,NA,NA,NA,NA,NA,8087,239,89,23,92,180,50,122,NA,NA,NA,NA,NA
"11558_127",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_128",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_129",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,189,2,5,210,NA,NA,NA,NA,NA,NA
"11558_130",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_131",0,0,0,0,0,0,0,0,NA,NA,8087,239,89,3,5,5,41,8,11,17,95,NA,NA
"11558_134",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_137",0,0,0,0,0,0,0,NA,NA,NA,8087,239,89,5,47,32,54,38,39,50,NA,NA,NA
"11558_138",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,30,74,NA,NA,NA,NA,NA,NA,NA,NA
"11558_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_140",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,20,20,NA,NA,NA,NA,NA,NA,NA,NA
"11558_141",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,7,23,NA,NA,NA,NA,NA,NA,NA,NA
"11558_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_143",0,0,0,NA,NA,NA,NA,NA,NA,NA,8087,239,89,6,29,69,NA,NA,NA,NA,NA,NA,NA
"11558_144",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,29,18,42,8,NA,NA,NA,NA,NA,NA
"11558_145",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,29,23,21,1,NA,NA,NA,NA,NA,NA
"11558_146",0,0,0,0,0,0,0,0,0,NA,8087,239,89,26,32,30,65,104,8,30,118,83,NA
"11558_147",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,56,30,NA,NA,NA,NA,NA,NA,NA,NA
"11558_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_151",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,86,40,NA,NA,NA,NA,NA,NA,NA,NA
"11558_152",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,75,86,5,17,NA,NA,NA,NA,NA,NA
"11558_153",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_154",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,70,128,NA,NA,NA,NA,NA,NA,NA,NA
"11558_155",0,0,0,0,0,0,0,NA,NA,NA,8087,239,89,5,14,32,92,5,26,51,NA,NA,NA
"11558_157",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,134,90,NA,NA,NA,NA,NA,NA,NA,NA
"11558_158",0,0,0,0,0,0,NA,NA,NA,NA,8087,239,89,63,38,56,68,77,21,NA,NA,NA,NA
"11558_159",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,36,160,180,38,NA,NA,NA,NA,NA,NA
"11558_160",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,38,2,NA,NA,NA,NA,NA,NA,NA,NA
"11558_161",0,0,0,0,NA,NA,NA,NA,NA,NA,8087,239,89,9,41,53,132,NA,NA,NA,NA,NA,NA
"11558_162",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,6,28,NA,NA,NA,NA,NA,NA,NA,NA
"11558_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558_164",0,0,0,0,0,NA,NA,NA,NA,NA,8087,239,89,55,22,11,14,52,NA,NA,NA,NA,NA
"11558_165",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8087,239,89,60,29,NA,NA,NA,NA,NA,NA,NA,NA
"11559_53",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193,251,89,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11559_113",0,0,0,0,0,NA,NA,NA,NA,NA,8193,251,89,7,4,1,4,2,NA,NA,NA,NA,NA
"11559_132",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193,251,89,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11559_136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193,251,89,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11559_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193,251,89,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11559_151",0,0,1,0,0,0,1,0,0,0,8193,251,89,60,60,60,60,60,60,60,15,120,120
"11559_152",0,0,0,NA,NA,NA,NA,NA,NA,NA,8193,251,89,48,109,96,NA,NA,NA,NA,NA,NA,NA
"11559_157",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8193,251,89,23,42,NA,NA,NA,NA,NA,NA,NA,NA
"11559_158",0,0,0,0,0,NA,NA,NA,NA,NA,8193,251,89,180,242,152,185,194,NA,NA,NA,NA,NA
"11559_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193,251,89,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11560_76",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8175,236,90,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11560_121",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8175,236,90,16,8,NA,NA,NA,NA,NA,NA,NA,NA
"11560_162",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8175,236,90,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11561_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8319,243,91,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11561_152",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8319,243,91,48,25,NA,NA,NA,NA,NA,NA,NA,NA
"11561_156",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8319,243,91,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11561_157",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8319,243,91,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_51",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_54",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_63",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,260,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_72",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_73",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,240,180,NA,NA,NA,NA,NA,NA,NA,NA
"11563_74",1,1,0,NA,NA,NA,NA,NA,NA,NA,8671,236,91,300,150,300,NA,NA,NA,NA,NA,NA,NA
"11563_77",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,120,240,NA,NA,NA,NA,NA,NA,NA,NA
"11563_78",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_89",0,0,0,1,0,NA,NA,NA,NA,NA,8671,236,91,5,5,60,300,1,NA,NA,NA,NA,NA
"11563_90",0,0,0,0,0,NA,NA,NA,NA,NA,8671,236,91,5,10,30,30,120,NA,NA,NA,NA,NA
"11563_92",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_98",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,300,240,NA,NA,NA,NA,NA,NA,NA,NA
"11563_100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_101",0,1,0,0,1,NA,NA,NA,NA,NA,8671,236,91,30,180,4,3,103,NA,NA,NA,NA,NA
"11563_102",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_109",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,90,240,NA,NA,NA,NA,NA,NA,NA,NA
"11563_112",1,1,1,NA,NA,NA,NA,NA,NA,NA,8671,236,91,240,102,167,NA,NA,NA,NA,NA,NA,NA
"11563_114",1,0,0,0,0,0,0,0,0,0,8671,236,91,120,14,12,10,18,244,20,45,23,45
"11563_117",0,1,0,0,1,NA,NA,NA,NA,NA,8671,236,91,128,180,240,2,180,NA,NA,NA,NA,NA
"11563_118",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"11563_119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_120",0,1,0,NA,NA,NA,NA,NA,NA,NA,8671,236,91,180,300,24,NA,NA,NA,NA,NA,NA,NA
"11563_121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_124",0,0,0,0,0,0,0,0,0,NA,8671,236,91,300,35,60,120,120,120,120,60,60,NA
"11563_125",1,0,0,1,0,0,0,0,0,NA,8671,236,91,120,120,60,300,120,60,60,35,40,NA
"11563_126",1,0,1,1,NA,NA,NA,NA,NA,NA,8671,236,91,300,300,300,150,NA,NA,NA,NA,NA,NA
"11563_130",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,163,170,NA,NA,NA,NA,NA,NA,NA,NA
"11563_131",0,0,0,0,0,1,0,1,0,NA,8671,236,91,282,107,30,120,30,202,120,90,80,NA
"11563_132",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_134",0,0,0,0,0,0,0,1,0,0,8671,236,91,150,25,20,30,45,2,45,45,45,1
"11563_135",0,0,0,0,NA,NA,NA,NA,NA,NA,8671,236,91,45,45,20,45,NA,NA,NA,NA,NA,NA
"11563_136",1,0,0,0,NA,NA,NA,NA,NA,NA,8671,236,91,20,1,10,25,NA,NA,NA,NA,NA,NA
"11563_137",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,189,45,NA,NA,NA,NA,NA,NA,NA,NA
"11563_139",0,0,1,0,1,NA,NA,NA,NA,NA,8671,236,91,10,6,3,4,10,NA,NA,NA,NA,NA
"11563_140",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_141",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_143",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_144",1,0,0,0,NA,NA,NA,NA,NA,NA,8671,236,91,240,117,130,64,NA,NA,NA,NA,NA,NA
"11563_145",1,0,0,0,0,0,1,1,NA,NA,8671,236,91,12,15,53,8,5,100,35,163,NA,NA
"11563_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_147",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_148",0,1,1,0,0,1,0,NA,NA,NA,8671,236,91,300,240,180,13,15,162,37,NA,NA,NA
"11563_149",0,1,1,NA,NA,NA,NA,NA,NA,NA,8671,236,91,55,120,136,NA,NA,NA,NA,NA,NA,NA
"11563_151",0,1,1,NA,NA,NA,NA,NA,NA,NA,8671,236,91,10,203,212,NA,NA,NA,NA,NA,NA,NA
"11563_152",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_153",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_154",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_156",0,1,1,NA,NA,NA,NA,NA,NA,NA,8671,236,91,32,300,300,NA,NA,NA,NA,NA,NA,NA
"11563_158",0,0,1,0,1,0,NA,NA,NA,NA,8671,236,91,29,81,78,23,91,138,NA,NA,NA,NA
"11563_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11563_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,236,91,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_39",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_99",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_109",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_113",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,20,10,NA,NA,NA,NA,NA,NA,NA,NA
"11564_114",0,0,0,NA,NA,NA,NA,NA,NA,NA,8816,232,91,60,4,41,NA,NA,NA,NA,NA,NA,NA
"11564_115",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_127",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_130",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_132",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_137",1,1,1,0,1,1,0,1,NA,NA,8816,232,91,17,48,56,38,5,75,37,110,NA,NA
"11564_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_143",1,1,1,1,NA,NA,NA,NA,NA,NA,8816,232,91,17,24,35,39,NA,NA,NA,NA,NA,NA
"11564_144",1,1,0,NA,NA,NA,NA,NA,NA,NA,8816,232,91,20,14,41,NA,NA,NA,NA,NA,NA,NA
"11564_145",1,0,1,NA,NA,NA,NA,NA,NA,NA,8816,232,91,17,113,18,NA,NA,NA,NA,NA,NA,NA
"11564_146",1,0,0,1,0,NA,NA,NA,NA,NA,8816,232,91,26,53,120,74,59,NA,NA,NA,NA,NA
"11564_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_151",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_152",0,0,1,0,1,NA,NA,NA,NA,NA,8816,232,91,67,5,15,13,26,NA,NA,NA,NA,NA
"11564_154",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8816,232,91,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11564_155",1,0,0,0,1,0,NA,NA,NA,NA,8816,232,91,31,24,102,39,45,57,NA,NA,NA,NA
"11564_156",1,0,0,0,1,NA,NA,NA,NA,NA,8816,232,91,42,41,38,90,120,NA,NA,NA,NA,NA
"11564_157",0,0,0,1,0,NA,NA,NA,NA,NA,8816,232,91,2,17,35,56,74,NA,NA,NA,NA,NA
